id,sector,category,brand,product_or_line,common_use,made_in_canada_claim,manufacturing_location,ownership_note,origin_caveat,tariff_relevance,candidate_hs_heading,evidence_quote,official_source_url,secondary_source_url,verification_date,confidence
388,"Furniture, mattresses and home furnishings",Custom cabinetry and millwork,Deslaurier Custom Cabinets,Deslaurier custom kitchen cabinets,Custom kitchen cabinets and millwork for homes.,"Deslaurier states it locally manufactures high-quality millwork at its green manufacturing facility in Ontario, and its About page places the company in Renfrew, Ontario.","Renfrew, Ontario",New ownership introduced in 2018; president Jason Chartrand (no parent company stated),None stated on fetched official page,Replaces U.S.-origin wooden kitchen cabinets (heading 94.03).,94.03,we locally manufacture high-quality millwork using cutting-edge equipment and eco-friendly practices at our state-of-the-art green manufacturing facility in Ontario,https://www.deslaurier.com/en-ca/custom-kitchen-cabinets,https://www.deslaurier.com/en-ca/about,2026-08-30,High
389,"Furniture, mattresses and home furnishings",Outdoor wooden furniture,The Bear Chair Company,Bear Chair Muskoka/Adirondack chair kits,Cedar and pine Muskoka (Adirondack) chairs and outdoor furniture kits.,The Bear Chair Company's official site states its outdoor furniture is 'Handcrafted in Canada for comfort and quality.',"Canada (location not stated); company is based in South River, Ontario",ownership not verified,None stated on fetched official page,Replaces U.S.-origin wooden outdoor furniture (heading 94.03).,94.03,Handcrafted in Canada for comfort and quality.,https://thebearchair.com/,https://supportontariomade.ca/manufacturer/south-river/the-bear-chair-company-ltd,2026-08-30,High
390,"Furniture, mattresses and home furnishings",Blinds and window treatments,Elite Window Fashions,"Elite custom shades, blinds and vertical blinds","Custom shades, blinds and vertical blinds for homes and offices.","Elite Window Fashions states it is a Canadian manufacturer of custom window treatments based in Concord, Ontario.","Concord, Ontario",ownership not verified,None stated on fetched official page,Replaces U.S.-origin interior blinds and window shades (heading 63.03).,63.03,"Elite Window Fashions is a Canadian manufacturer of custom window treatments based in Concord, Ontario.",https://www.elitewf.com/about-us/,https://www.elitewf.com/products/,2026-08-30,High
391,"Furniture, mattresses and home furnishings",Custom wood furniture,Chervin Furniture & Design,Chervin Crafted in Canada dining tables,"Custom solid-wood dining, bedroom and living room furniture.",Chervin's 'Crafted in Canada' page invites customers to discover the quality of Canadian-made furniture handcrafted by a fellow Canadian.,"Canada (location not stated); company is based in Waterloo Region, Ontario",ownership not verified,Chervin also retails other manufacturers' brands; only the 'Crafted in Canada' range carries the Canadian-made claim.,Replaces U.S.-origin wooden dining and bedroom furniture (heading 94.03).,94.03,Invest in Custom Furniture Handcrafted by a Fellow Canadian,https://www.chervinfurniture.ca/crafted-in-canada/,https://www.chervinfurniture.ca/crafted-in-canada-dining-tables/,2026-08-30,High
392,"Furniture, mattresses and home furnishings",Upholstered sofas,Van Gogh Designs,Van Gogh Designs Ruben sofa and loveseat collection,"Custom fabric sofas, loveseats and chairs.","Van Gogh Designs' site advertises 'quality Canadian upholstered furniture' and its About page locates the company in Surrey, British Columbia.","Surrey, British Columbia",ownership not verified,Official pages do not include an explicit 'made in Canada' manufacturing sentence.,Replaces U.S.-origin upholstered seats (heading 94.01).,94.01,"Open to public for one week only, quality Canadian upholstered furniture at reduced prices.",https://vangoghdesigns.com/,https://vangoghdesigns.com/pages/about-us,2026-08-30,Medium
393,"Furniture, mattresses and home furnishings",Upholstered and motion furniture,Palliser Furniture,Palliser custom leather and motion upholstery,"Leather and fabric sofas, sectionals and reclining seating.","CBC News reports that Canadian furniture maker Palliser is adding a 12,000-square-metre building to its upholstery manufacturing campus in Winnipeg and growing Canadian production capacity.","Winnipeg, Manitoba",ownership not verified; company also operates manufacturing in Mexico,Palliser also manufactures in Mexico and final assembly may occur in either country depending on shipping destination.,Replaces U.S.-origin upholstered seats (heading 94.01).,94.01,"The company says it's adding a new 12,000-square-metre building to its upholstery manufacturing campus in Winnipeg",https://www.cbc.ca/news/canada/manitoba/palliser-furniture-expanding-operations-1.6407901,https://www.palliser.com/,2026-08-30,Medium
394,"Furniture, mattresses and home furnishings",Office and healthcare furniture,Krug,Krug Leyton and Libra seating,"Office, healthcare and higher-education seating, tables and casegoods.","Krug's About page states that, founded in 1880, Krug is an Ontario-based designer and manufacturer of office, healthcare, higher education and hospitality furnishings.",Ontario (Kitchener and Stratford; page states 'Ontario-based'),ownership not verified,Page states the company is Ontario-based but does not carry an explicit 'made in Canada' sentence.,Replaces U.S.-origin office seating and furniture (heading 94.01).,94.01,"Founded in 1880, Krug is an Ontario-based, leading designer and manufacturer of office, healthcare, higher education and hospitality furnishings.",https://krug.ca/about-krug/,https://krug.ca/,2026-08-30,Medium
395,"Furniture, mattresses and home furnishings",Upholstered furniture,Decor-Rest Furniture,Decor-Rest fine upholstery collections,"Fabric and leather sofas, sectionals and chairs.","Decor-Rest describes itself as a leading North American manufacturer of fine upholstery since 1972 and states its operations are based in a 250,000 sq. ft. facility in Woodbridge, Ontario.","Woodbridge, Ontario",Family owned by the Marzilli family (no parent company stated),Company states it imports accents from around the world to complete its offering.,Replaces U.S.-origin upholstered seats (heading 94.01).,94.01,"A leading North American manufacturer of fine upholstery, since 1972.",https://www.decor-rest.com/about-us/how-its-made,https://www.decor-rest.com/about-us/history,2026-08-30,Medium
396,"Furniture, mattresses and home furnishings",Outdoor furniture,ARD Outdoor,ARD Outdoor Canadian-made outdoor furniture collections,"Aluminum and woven outdoor patio furniture for homes, hospitality and commercial spaces.","ARD Outdoor states it has proudly designed and manufactured Canadian-made outdoor furniture in Toronto since 1964, with more than 60 Canadian employees contributing to every piece.","Toronto, Ontario",Family-owned Canadian manufacturer (no parent company stated),None stated on fetched official page,Replaces U.S.-origin outdoor seating and patio furniture (heading 94.01).,94.01,we've been designing and manufacturing premium outdoor furniture in Toronto since 1964,https://ardoutdoor.com/canadian-made-outdoor-furniture-crafted-for-lasting-excellence/,,2026-08-30,High
397,"Furniture, mattresses and home furnishings",Pocket-coil mattresses,Marshall Mattress,Bespoke by Marshall hand-tufted mattresses,Hand-tufted pocket-coil luxury mattresses and divan foundations.,"Marshall Mattress' official history page documents its Toronto mattress factory, and the company's news release describes its handcrafted manufacturing process for the Bespoke by Marshall collection.","Toronto, Ontario",Acquired in 2019 by Spain's Flex Group from the Warner family,"Bespoke mattresses are stated to be upholstered in Belgian damask fabric, so covers are imported.",Replaces U.S.-origin mattresses (heading 94.04).,94.04,The photo shown is of a new Marshall Mattress factory in Toronto that was built for the growing company.,https://marshallmattress.com/our-history/,https://www.newswire.ca/news-releases/marshall-mattress-introduces-bespoke-by-marshall-514406371.html,2026-08-30,Medium
398,"Furniture, mattresses and home furnishings",Office furniture systems,Groupe Lacasse,Concept 400E and Think Smart office furniture collections,"Office desks, workstations, storage and conference furniture.","Groupe Lacasse's company page states it is headquartered in Saint-Pie, Quebec, Canada and describes its history as the most significant manufacturer of sewing machine cabinets in Canada.","Saint-Pie, Quebec (headquarters; plant locations not itemized on page)",Bought back from Haworth in 2012 by Sylvain Garneau (50%) and Robin and Guy Lacasse (50%),Page does not carry an explicit current 'made in Canada' statement for the furniture lines.,Replaces U.S.-origin office furniture and workstations (heading 94.03).,94.03,"The company is headquartered in Saint-Pie, Quebec, Canada.",https://www.groupelacasse.com/en/company.html,https://www.groupelacasse.com/en/brand/1-lacasse.html,2026-08-30,Medium
399,Major appliances and household equipment,Water heaters,GSW Water Heating (John Wood),GSW SpaceSaver and Standard Electric water heaters,Residential tank water heaters that supply household hot water.,Official GSW 'Made in Canada' page states the collection is 'expertly crafted in Canada' and that the company has been 'Manufacturing in Canada since 1945' from two Montreal-based factories.,"Montreal, Quebec","Owned by A. O. Smith Corporation, which completed its acquisition of GSW in 2006",None stated on fetched official page,Direct substitute for U.S.-built residential storage water heaters imported under HS Chapter 84 (electric/gas water heaters).,84.19,Discover our new Canadian-made GSW collection – expertly crafted in Canada with premium quality at its core.,https://gsw-wh.com/made-in-canada/,https://johnwoodwaterheaters.com/,2026-08-30,High
400,Major appliances and household equipment,Central vacuum systems,Husky Vacuums (Husky Vac),"Husky central vacuum power units (e.g. Nanook, Titan)",Whole-home built-in vacuum systems that pull dust to a central canister.,Husky's official 'The Husky Difference' page states the company has been designing and manufacturing its vacuums in Canada for more than 50 years.,Canada (location not stated),ownership not verified,None stated on fetched official page,Replaces U.S.-origin central vacuum power units and household vacuum cleaners in HS Chapter 85 (electro-mechanical domestic appliances).,85.08,Did you know that we have been designing and manufacturing our vacuums in Canada for more than 50 years?,https://huskyvac.com/en/the-difference/,,2026-08-30,High
401,Major appliances and household equipment,Central vacuum systems,Cana-Vac Systems,Cana-Vac Signature Series central vacuums,Built-in central vacuum systems for houses and light commercial buildings.,"Cana-Vac's official site describes the company as 'Canada's largest central vacuum manufacturer' with a large combined manufacturing space, but the page does not carry an explicit 'made in Canada' label.",Canada (location not stated),ownership not verified,Fetched page states manufacturing scale but does not name the plant city or address component sourcing.,Replaces U.S.-origin central vacuum units classified in HS Chapter 85 (vacuum cleaners).,85.08,"Cana-Vac Systems Inc, is Canada's largest central vacuum manufacturer with a combined manufacturing space totaling over 3.5 football fields.",https://canavac.eu/about-us/,https://canavac.com/,2026-08-30,Medium
